,Unnamed: 0,Agent_Age,Agent_Rating,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Category,Distance_km
20724,22562,29,4.9,6,22,22,Stormy,Jam,scooter,Metropolitian ,Sports,13.973037056670602
20725,22563,36,3.5,6,22,22,Fog,Low,scooter,Metropolitian ,Books,17.138295790539786
20726,22564,39,5.0,5,22,22,Cloudy,Low,scooter,Metropolitian ,Apparel,9.313021564639982
20727,22565,23,4.7,0,11,12,Fog,High,van,Metropolitian ,Cosmetics,3.10533227339685
20728,22566,26,4.9,5,8,9,Windy,Low,motorcycle,Urban ,Jewelry,3.040697853651633
20729,22567,29,4.8,4,18,18,Fog,Medium,motorcycle,Metropolitian ,Sports,13.829314445199353
20730,22569,21,4.7,4,12,12,Sunny,High,scooter,Urban ,Clothing,1.5606207903231117
20731,22570,24,4.5,1,17,17,Sandstorms,Medium,motorcycle,Urban ,Toys,7.600990561376191
20732,22571,27,4.7,6,20,20,Sandstorms,Jam,motorcycle,Urban ,Skincare,20.182685858169084
20733,22572,31,4.8,1,17,17,Stormy,Medium,motorcycle,Urban ,Jewelry,19.661098170299198
20734,22573,31,4.9,1,21,21,Stormy,Jam,motorcycle,Metropolitian ,Jewelry,17.07661742698135
20735,22574,36,4.9,2,17,17,Sunny,Medium,motorcycle,Metropolitian ,Books,19.91296718928853
20736,22576,20,4.7,2,16,16,Windy,Medium,motorcycle,Metropolitian ,Pet Supplies,5.9587562421893265
20737,22577,34,4.8,3,21,21,Cloudy,Jam,motorcycle,Urban ,Home,4.560926278066122
20738,22578,24,4.9,4,18,18,Stormy,Medium,scooter,Metropolitian ,Pet Supplies,10.867473945951692
20739,22579,35,4.8,1,22,22,Windy,Low,motorcycle,Metropolitian ,Clothing,12.293677673573285
20740,22580,27,4.6,3,20,20,Stormy,Jam,motorcycle,Urban ,Pet Supplies,20.253748386838097
20741,22581,20,4.6,3,10,10,Fog,Low,motorcycle,Metropolitian ,Pet Supplies,1.4652500694886232
20742,22582,32,4.6,1,18,18,Stormy,Medium,motorcycle,Urban ,Outdoors,12.073551890748645
20743,22583,27,4.7,4,22,22,Stormy,Low,motorcycle,Metropolitian ,Grocery,20.55736413547124
20744,22584,29,4.7,5,18,18,Stormy,Medium,motorcycle,Metropolitian ,Apparel,8.940167719841355
20745,22585,36,5.0,1,17,17,Stormy,Medium,scooter,Metropolitian ,Home,19.974163074784503
20746,22588,29,4.6,5,10,10,Stormy,Low,scooter,Urban ,Clothing,3.058281575249995
20747,22590,25,4.8,1,9,10,Sunny,Low,motorcycle,Urban ,Electronics,1.5524290130723983
20748,22591,25,5.0,2,21,21,Cloudy,Jam,motorcycle,Metropolitian ,Shoes,9.180904863919633
20749,22592,30,4.8,0,19,20,Stormy,Jam,scooter,Metropolitian ,Electronics,7.66052012420465
20750,22593,28,4.7,0,23,23,Cloudy,Low,scooter,Metropolitian ,Grocery,20.20658151050797
20751,22594,30,4.9,5,23,23,Sandstorms,Low,scooter,Metropolitian ,Clothing,4.544194013501194
20752,22595,20,4.3,4,20,20,Fog,Jam,van,Metropolitian ,Clothing,20.852513503426962
20753,22596,36,4.3,0,19,19,Windy,Jam,scooter,Metropolitian ,Home,10.906432552887628
20754,22597,20,4.2,6,11,11,Stormy,Low,motorcycle,Metropolitian ,Cosmetics,2.9790002034338934
20755,22599,25,4.5,0,17,17,Stormy,Medium,scooter,Metropolitian ,Shoes,10.906379374468557
20756,22600,38,4.6,4,10,10,Stormy,Low,motorcycle,Urban ,Skincare,3.1050761845074675
20757,22601,27,4.8,1,10,10,Fog,Low,van,Urban ,Kitchen,1.5368199501604665
20758,22602,36,4.3,6,18,18,Cloudy,Medium,motorcycle,Metropolitian ,Apparel,4.67431885403065
20759,22603,24,5.0,3,21,21,Sunny,Jam,scooter,Urban ,Pet Supplies,20.25304812543042
20760,22604,31,4.1,6,8,9,Windy,Low,motorcycle,Metropolitian ,Home,2.9961369047359456
20761,22605,22,4.7,2,17,18,Windy,Medium,scooter,Metropolitian ,Outdoors,19.76188003558724
20762,22606,29,4.6,2,17,17,Cloudy,Medium,motorcycle,Metropolitian ,Cosmetics,16.902001940859687
20763,22607,22,4.6,2,19,19,Windy,Jam,motorcycle,Urban ,Pet Supplies,10.586888296813116
20764,22608,27,4.9,4,21,21,Sunny,Jam,motorcycle,Urban ,Snacks,4.5279972125744
20765,22609,25,4.6,2,18,18,Fog,Medium,motorcycle,Metropolitian ,Pet Supplies,7.6831914051315
20766,22610,24,4.9,2,19,19,Cloudy,Jam,scooter,Urban ,Shoes,13.582342704260105
20767,22612,20,4.8,5,8,8,Cloudy,Low,scooter,Urban ,Books,1.5580865162468949
20768,22613,31,4.3,2,17,17,Sandstorms,Medium,motorcycle,Metropolitian ,Outdoors,20.507595969741473
20769,22614,37,4.6,4,16,17,Windy,Medium,scooter,Metropolitian ,Kitchen,6.2179328802641525
20770,22615,35,4.6,6,22,22,Cloudy,Low,motorcycle,Metropolitian ,Sports,17.077821017427635
20771,22616,22,4.1,4,17,18,Fog,Medium,van,Metropolitian ,Outdoors,13.972123977178622
20772,22617,37,4.7,2,23,23,Windy,Low,motorcycle,Metropolitian ,Kitchen,10.683393573517062
20773,22618,36,4.1,3,19,19,Stormy,Medium,van,Metropolitian ,Shoes,17.13793593144315
20774,22619,26,4.9,3,21,21,Fog,Jam,motorcycle,Metropolitian ,Cosmetics,9.315729044609785
20775,22621,34,4.0,5,9,9,Stormy,Low,motorcycle,Urban ,Clothing,3.105091522701049
20776,22622,39,4.6,1,23,23,Cloudy,Low,scooter,Metropolitian ,Books,8.929003109241874
20777,22623,30,4.5,4,10,10,Stormy,Low,motorcycle,Metropolitian ,Cosmetics,1.4686334355939885
20778,22624,21,4.5,5,19,20,Sunny,Jam,scooter,Urban ,Kitchen,13.612154686696366
20779,22625,24,5.0,4,11,11,Fog,High,motorcycle,Metropolitian ,Books,2.979626144829987
20780,22626,35,4.3,1,12,12,Sandstorms,High,motorcycle,Metropolitian ,Clothing,5.959032639454782
20781,22627,39,4.8,6,20,20,Cloudy,Jam,motorcycle,Urban ,Clothing,11.9165950600701
20782,22628,24,4.2,2,23,23,Stormy,Low,motorcycle,Metropolitian ,Sports,7.771834302405086
20783,22630,29,4.9,2,19,20,Sunny,Jam,motorcycle,Urban ,Outdoors,20.182728669258125
20784,22631,23,5.0,1,11,11,Windy,High,motorcycle,Metropolitian ,Books,1.5147453171152914
20785,22632,24,4.1,3,19,19,Cloudy,Jam,motorcycle,Urban ,Kitchen,16.90061622615426
20786,22633,28,4.8,4,22,22,Cloudy,Low,van,Urban ,Grocery,4.657591594952301
20787,22634,37,4.8,3,16,16,Sunny,Medium,motorcycle,Metropolitian ,Outdoors,5.992276327991793
20788,22636,33,4.9,3,20,20,Sandstorms,Jam,van,Metropolitian ,Toys,11.916582838288104
20789,22637,38,4.6,0,17,17,Fog,Medium,motorcycle,Urban ,Pet Supplies,11.91712870001259
20790,22638,37,4.8,5,18,18,Stormy,Medium,scooter,Metropolitian ,Jewelry,13.989532967705536
20791,22639,35,4.4,0,11,11,Windy,High,motorcycle,Metropolitian ,Home,1.5368334425195926
20792,22640,27,4.7,0,11,11,Fog,High,scooter,Metropolitian ,Toys,3.0251533668867396
20793,22641,27,4.5,5,8,8,Windy,Low,scooter,Urban ,Outdoors,1.5320260227341909
20794,22642,22,4.7,1,10,10,Windy,Low,motorcycle,Urban ,Outdoors,1.5544994921789965
20795,22643,37,4.3,0,22,22,Cloudy,Low,motorcycle,Metropolitian ,Books,10.594444749553862
20796,22644,34,4.5,1,17,17,Cloudy,Medium,motorcycle,Metropolitian ,Pet Supplies,6.117725989708161
20797,22645,25,4.5,4,19,19,Sunny,Medium,motorcycle,Metropolitian ,Sports,10.864870498856765
20798,22646,29,4.5,5,23,23,Windy,Low,motorcycle,Metropolitian ,Pet Supplies,13.989532157306375
20799,22647,21,5.0,5,16,16,Sunny,Medium,scooter,Urban ,Home,6.037529176542177
20800,22648,20,4.7,2,22,22,Windy,Low,motorcycle,Urban ,Home,20.886038531979626
20801,22649,30,4.7,0,22,22,Sandstorms,Low,van,Metropolitian ,Apparel,9.074486316335918
20802,22651,36,4.3,1,13,13,Sandstorms,High,motorcycle,Metropolitian ,Jewelry,5.962202685727718
20803,22653,36,4.2,2,22,22,Cloudy,Low,motorcycle,Urban ,Books,11.936879026141172
20804,22654,37,5.0,6,20,20,Sunny,Jam,motorcycle,Urban ,Clothing,12.098699936279857
20805,22656,32,4.0,0,11,11,Sandstorms,High,motorcycle,Metropolitian ,Skincare,1.5522330405305722
20806,22657,28,4.6,1,15,16,Stormy,Medium,van,Urban ,Electronics,6.081387490813416
20807,22658,29,4.7,4,23,23,Sunny,Low,motorcycle,Metropolitian ,Kitchen,9.22014751541987
20808,22659,30,4.4,0,17,17,Fog,Medium,scooter,Metropolitian ,Apparel,10.906042243292653
20809,22660,21,4.2,5,19,19,Sunny,Jam,motorcycle,Metropolitian ,Jewelry,9.175127291638498
20810,22661,37,4.8,1,23,23,Sunny,Low,van,Metropolitian ,Apparel,12.099096916817198
20811,22662,21,4.7,3,9,9,Cloudy,Low,scooter,Urban ,Jewelry,1.5297989528631668
20812,22664,21,4.5,6,8,9,Sandstorms,Low,scooter,Metropolitian ,Cosmetics,3.027292134044053
20813,22665,32,4.9,5,17,17,Sandstorms,Medium,scooter,Metropolitian ,Jewelry,4.471739409979227
20814,22666,23,4.8,4,17,18,Sandstorms,Medium,van,Metropolitian ,Cosmetics,12.25700312192057
20815,22667,26,4.2,2,19,19,Fog,Jam,van,Metropolitian ,Electronics,16.601433047701192
20816,22668,23,4.4,6,10,10,Stormy,Low,motorcycle,Urban ,Outdoors,2.979410112022739
20817,22669,39,4.6,6,22,22,Sandstorms,Low,scooter,Metropolitian ,Skincare,7.325144114150545
20818,22670,25,4.9,0,14,14,Stormy,High,motorcycle,Metropolitian ,Sports,6.147383751705428
20819,22671,32,4.5,5,16,17,Fog,Medium,motorcycle,Urban ,Skincare,6.209021101535612
20820,22672,23,5.0,2,23,23,Stormy,Low,scooter,Metropolitian ,Kitchen,20.181161774852512
20821,22673,37,4.6,1,10,10,Cloudy,Low,scooter,Metropolitian ,Outdoors,3.1089700084222183
20822,22674,33,4.8,2,20,20,Sunny,Jam,motorcycle,Urban ,Electronics,7.7901565957028485
20823,22675,25,4.9,6,17,17,Stormy,Medium,scooter,Urban ,Electronics,9.076358225887674
20824,22676,39,4.9,1,18,18,Windy,Medium,scooter,Metropolitian ,Grocery,16.63859018321037
20825,22677,34,4.6,3,17,17,Fog,Medium,van,Metropolitian ,Outdoors,7.562982485200135
20826,22678,32,4.9,3,9,9,Fog,Low,motorcycle,Urban ,Grocery,3.1161272207711526
20827,22679,37,4.9,3,21,21,Windy,Jam,motorcycle,Semi-Urban ,Cosmetics,4.56096495080353
20828,22680,20,5.0,5,23,23,Fog,Low,motorcycle,Metropolitian ,Electronics,4.658009301231346
20829,22681,21,4.7,5,17,17,Fog,Medium,scooter,Metropolitian ,Pet Supplies,4.528183776759067
20830,22682,37,4.6,0,8,9,Stormy,Low,scooter,Metropolitian ,Electronics,1.5147885720051273
20831,22683,36,4.7,1,17,18,Windy,Medium,scooter,Urban ,Electronics,4.469310320115436
20832,22685,37,4.7,5,15,15,Stormy,Medium,motorcycle,Metropolitian ,Books,6.232189890723436
20833,22686,22,4.3,6,9,9,Sandstorms,Low,motorcycle,Metropolitian ,Electronics,1.5136496152444259
20834,22687,39,4.6,5,20,20,Fog,Jam,scooter,Metropolitian ,Apparel,7.66101794664148
20835,22688,35,4.9,2,17,17,Cloudy,Medium,motorcycle,Metropolitian ,Grocery,19.76106632827125
20836,22689,26,4.6,4,17,17,Fog,Medium,scooter,Metropolitian ,Snacks,10.586817607222981
20837,22691,26,4.9,6,23,23,Cloudy,Low,motorcycle,Metropolitian ,Kitchen,12.418029175076608
20838,22692,32,4.2,4,21,21,Sandstorms,Jam,scooter,Urban ,Snacks,16.90375725452544
20839,22693,35,4.9,6,21,21,Sunny,Jam,scooter,Metropolitian ,Grocery,10.707345040408097
20840,22694,34,5.0,2,0,0,Sunny,Low,motorcycle,Urban ,Toys,13.830756172608513
20841,22695,27,4.7,0,18,18,Fog,Medium,scooter,Metropolitian ,Shoes,12.241181140730713
20842,22696,26,4.8,5,19,19,Sunny,Jam,scooter,Metropolitian ,Electronics,17.09806123890409
20843,22697,24,4.7,5,17,17,Sandstorms,Medium,motorcycle,Metropolitian ,Skincare,7.762394296687464
20844,22698,35,4.9,0,17,17,Windy,Medium,motorcycle,Metropolitian ,Sports,7.661373718933812
20845,22699,28,4.8,5,22,22,Fog,Low,scooter,Metropolitian ,Cosmetics,7.562272055565832
20846,22700,23,4.7,2,18,18,Windy,Medium,scooter,Metropolitian ,Sports,19.91296718928853
20847,22701,31,4.3,1,10,11,Sandstorms,Low,motorcycle,Metropolitian ,Electronics,1.5136030333559074
20848,22702,38,4.9,4,21,22,Windy,Jam,van,Metropolitian ,Kitchen,7.567428130430248
20849,22703,20,4.7,4,11,12,Windy,High,motorcycle,Metropolitian ,Toys,1.4898458841183333
20850,22704,23,4.5,4,22,23,Fog,Low,van,Other,Toys,7.790177003822013
20851,22705,39,4.6,0,18,18,Stormy,Medium,scooter,Metropolitian ,Grocery,13.480957508143813
20852,22706,28,4.9,1,16,16,Stormy,Medium,van,Metropolitian ,Pet Supplies,6.21800234869445
20853,22707,29,4.9,5,18,18,Cloudy,Medium,motorcycle,Urban ,Kitchen,20.28602593785875
20854,22708,21,4.7,5,22,22,Sunny,Low,motorcycle,Metropolitian ,Kitchen,4.560890658020926
20855,22709,21,4.6,1,22,22,Fog,Low,motorcycle,Urban ,Apparel,16.721971571134954
20856,22710,23,4.7,1,10,10,Fog,Low,scooter,Urban ,Electronics,1.5323596444882273
20857,22711,38,4.8,3,23,23,Sunny,Low,motorcycle,Metropolitian ,Outdoors,4.656788095044164
20858,22712,36,5.0,5,20,20,Fog,Jam,motorcycle,Metropolitian ,Shoes,9.348068923522018
20859,22713,36,4.8,6,23,23,Sunny,Low,van,Metropolitian ,Apparel,7.563061700786155
20860,22714,25,4.7,4,9,10,Stormy,Low,scooter,Metropolitian ,Shoes,3.108983787513406
20861,22715,35,4.2,2,20,20,Windy,Jam,scooter,Urban ,Outdoors,19.916432533839362
20862,22717,33,4.2,4,23,23,Fog,Low,van,Urban ,Skincare,11.937237212390604
20863,22719,39,4.8,3,19,19,Cloudy,Jam,motorcycle,Metropolitian ,Kitchen,9.121136119359766
20864,22720,28,4.6,4,11,12,Stormy,High,scooter,Metropolitian ,Pet Supplies,2.980289542200211
20865,22721,24,4.0,0,18,18,Cloudy,Medium,motorcycle,Metropolitian ,Toys,19.673782443833463
20866,22722,23,4.7,3,15,15,Fog,Medium,motorcycle,Metropolitian ,Clothing,6.218030984114243
20867,22723,38,4.8,6,23,23,Fog,Low,motorcycle,Metropolitian ,Jewelry,13.788852089943369
20868,22724,21,4.9,6,21,21,Stormy,Jam,motorcycle,Metropolitian ,Pet Supplies,7.790489304769407
20869,22725,34,4.0,1,21,21,Sandstorms,Jam,motorcycle,Metropolitian ,Sports,7.448627554424398
20870,22726,20,4.7,0,19,19,Windy,Jam,motorcycle,Metropolitian ,Pet Supplies,16.637054384885012
20871,22729,25,4.8,6,19,19,Sandstorms,Medium,motorcycle,Urban ,Kitchen,4.528158738548494
20872,22730,30,4.5,2,17,17,Windy,Medium,scooter,Urban ,Skincare,13.973206773137713
20873,22731,25,4.8,0,11,11,Cloudy,High,motorcycle,Metropolitian ,Pet Supplies,1.5545063790428728
20874,22732,30,4.2,6,19,19,Fog,Jam,scooter,Urban ,Outdoors,10.880887117732282
20875,22733,29,4.7,1,10,10,Cloudy,Low,van,Metropolitian ,Cosmetics,3.088342782183871
20876,22734,33,4.8,4,10,10,Cloudy,Low,motorcycle,Metropolitian ,Skincare,1.5204190072774333
20877,22735,37,5.0,3,10,10,Sunny,Low,scooter,Urban ,Skincare,3.1162228846223834
20878,22737,36,3.7,1,20,20,Sandstorms,Jam,scooter,Metropolitian ,Electronics,11.916990180554908
20879,22738,30,4.8,0,23,23,Stormy,Low,scooter,Urban ,Snacks,12.463962426993913
20880,22739,29,4.8,3,18,18,Sunny,Medium,scooter,Metropolitian ,Electronics,9.31544163550089
20881,22740,26,5.0,5,22,22,Stormy,Low,scooter,Metropolitian ,Shoes,7.771834302405086
20882,22741,30,4.8,6,19,19,Cloudy,Medium,motorcycle,Metropolitian ,Snacks,13.98984971037147
20883,22742,37,5.0,0,19,19,Sandstorms,Jam,motorcycle,Metropolitian ,Jewelry,19.362740471251666
20884,22743,26,4.7,5,0,0,Windy,Low,motorcycle,Metropolitian ,Toys,20.856833724898493
20885,22745,38,4.2,4,20,20,Sunny,Jam,motorcycle,Metropolitian ,Grocery,10.710903359654202
20886,22746,27,4.7,2,18,18,Fog,Medium,motorcycle,Metropolitian ,Jewelry,10.587145367062044
20887,22747,23,4.5,1,23,23,Stormy,Low,motorcycle,Urban ,Grocery,19.688340311678566
20888,22749,37,4.9,5,23,23,Stormy,Low,motorcycle,Metropolitian ,Jewelry,12.233735310134827
20889,22750,24,4.6,1,18,18,Sunny,Medium,scooter,Metropolitian ,Home,4.5384079078628705
20890,22751,34,4.9,1,9,9,Sunny,Low,motorcycle,Urban ,Clothing,3.1089836948124367
20891,22752,22,4.3,6,19,19,Fog,Jam,motorcycle,Metropolitian ,Electronics,7.72063063925792
20892,22753,26,4.9,5,22,22,Windy,Low,van,Metropolitian ,Home,4432.563538512652
20893,22755,32,4.9,6,21,21,Cloudy,Jam,motorcycle,Metropolitian ,Skincare,13.989695713800396
20894,22756,30,5.0,2,21,21,Windy,Jam,motorcycle,Metropolitian ,Grocery,13.405971717381743
20895,22757,32,4.9,5,15,16,Sunny,Medium,scooter,Metropolitian ,Sports,6.049765396707469
20896,22760,21,4.9,1,8,8,Windy,Low,scooter,Metropolitian ,Kitchen,1.4901739564930154
20897,22761,34,5.0,5,11,11,Fog,High,motorcycle,Urban ,Cosmetics,1.5369139896079702
20898,22762,29,4.5,4,9,9,Windy,Low,scooter,Other,Books,1.5366213355982792
20899,22763,27,4.8,0,18,18,Stormy,Medium,motorcycle,Urban ,Apparel,4.589965403039351
20900,22764,30,4.1,4,21,22,Windy,Jam,motorcycle,Metropolitian ,Toys,19.879870677373706
20901,22765,31,5.0,6,11,11,Fog,Low,scooter,Metropolitian ,Toys,2.976622974286748
20902,22766,34,4.4,3,21,21,Windy,Jam,motorcycle,Metropolitian ,Sports,16.822056546203214
20903,22767,31,4.9,0,23,23,Cloudy,Low,motorcycle,Metropolitian ,Snacks,4.590769055748738
20904,22768,25,4.7,0,15,15,Cloudy,Medium,motorcycle,Urban ,Pet Supplies,6.210145663324764
20905,22769,29,4.9,4,22,22,Cloudy,Low,motorcycle,Other,Cosmetics,9.22083460710881
20906,22770,34,4.1,4,19,19,Stormy,Jam,motorcycle,Metropolitian ,Snacks,9.363281285466348
20907,22771,34,4.7,6,21,21,Stormy,Jam,motorcycle,Semi-Urban ,Sports,14.022253362357834
20908,22772,21,5.0,2,23,23,Sandstorms,Low,scooter,Metropolitian ,Snacks,11.917680464391145
20909,22773,24,5.0,3,11,11,Sandstorms,High,motorcycle,Metropolitian ,Outdoors,1.5293087736834532
20910,22774,27,5.0,3,23,23,Cloudy,Low,motorcycle,Metropolitian ,Skincare,13.973727486522968
20911,22775,27,4.8,4,23,23,Sandstorms,Low,motorcycle,Urban ,Skincare,13.406088270680275
20912,22776,31,3.5,0,17,17,Sandstorms,Medium,motorcycle,Urban ,Books,10.445219519730212
20913,22777,37,4.8,3,22,22,Sunny,Low,motorcycle,Urban ,Clothing,19.882650147415998
20914,22778,39,4.3,0,11,11,Sandstorms,High,motorcycle,Metropolitian ,Toys,1.5524171298912166
20915,22779,32,4.5,1,21,22,Sunny,Jam,scooter,Metropolitian ,Electronics,12.16145053143676
20916,22780,30,4.5,6,17,17,Stormy,Medium,motorcycle,Metropolitian ,Pet Supplies,4.544228016639666
20917,22781,22,4.8,1,13,13,Stormy,High,scooter,Metropolitian ,Toys,6.050461888076144
20918,22783,38,5.0,0,18,19,Cloudy,Medium,motorcycle,Metropolitian ,Pet Supplies,19.66102221350665
20919,22784,30,4.8,2,21,21,Fog,Jam,van,Metropolitian ,Jewelry,14.021848812228344
20920,22785,28,4.9,4,16,16,Cloudy,Medium,motorcycle,Metropolitian ,Jewelry,6.050486021641428
20921,22786,23,5.0,2,17,17,Stormy,Medium,scooter,Metropolitian ,Sports,12.162428272788048
20922,22788,35,4.9,5,21,22,Sunny,Jam,motorcycle,Urban ,Books,9.315702005351538
20923,22789,27,4.9,2,17,17,Stormy,Medium,motorcycle,Metropolitian ,Electronics,10.75755477315807
20924,22790,22,4.8,4,11,11,Fog,High,motorcycle,Metropolitian ,Snacks,3.0527537281360067
20925,22792,24,4.7,4,22,22,Stormy,Jam,motorcycle,Metropolitian ,Outdoors,10.906149360969733
20926,22793,28,5.0,3,18,18,Sandstorms,Medium,motorcycle,Urban ,Skincare,12.236322809891128
20927,22794,29,4.8,6,22,22,Sunny,Low,motorcycle,Metropolitian ,Outdoors,12.116905670047105
20928,22795,37,5.0,4,17,17,Sunny,Medium,motorcycle,Metropolitian ,Sports,12.435204072231338
20929,22796,36,4.7,0,17,17,Sunny,Medium,motorcycle,Metropolitian ,Skincare,9.219783818326418
20930,22797,21,4.6,3,22,23,Cloudy,Low,scooter,Urban ,Pet Supplies,4.537922749289298
20931,22798,38,4.6,4,9,9,Windy,Low,motorcycle,Metropolitian ,Pet Supplies,1.468563433271798
20932,22799,39,4.6,1,18,18,Sunny,Medium,motorcycle,Metropolitian ,Electronics,16.635820545592292
20933,22800,28,4.7,5,20,21,Cloudy,Jam,scooter,Metropolitian ,Kitchen,8.93863229991919
20934,22801,32,4.1,4,18,18,Fog,Medium,van,Metropolitian ,Pet Supplies,12.233735310134827
20935,22803,22,4.6,2,22,22,Sunny,Low,motorcycle,Metropolitian ,Clothing,13.631343698142908
20936,22804,25,4.6,5,12,12,Stormy,High,motorcycle,Metropolitian ,Snacks,5.958820916622007
20937,22805,32,4.8,6,18,18,Stormy,Medium,motorcycle,Metropolitian ,Pet Supplies,13.680927409309072
20938,22806,30,4.7,6,14,14,Sandstorms,High,scooter,Metropolitian ,Toys,6.218153086065015
20939,22807,25,4.9,4,18,18,Stormy,Medium,scooter,Urban ,Outdoors,12.292622739442963
20940,22808,36,4.2,0,10,10,Sandstorms,Low,motorcycle,Metropolitian ,Shoes,3.0600204990367312
20941,22810,27,4.7,1,11,11,Fog,High,scooter,Metropolitian ,Sports,2.979599835600764
20942,22811,32,4.6,0,18,18,Fog,Medium,motorcycle,Metropolitian ,Books,19.044189514363698
20943,22812,37,4.5,6,22,22,Cloudy,Low,motorcycle,Metropolitian ,Kitchen,16.636744591831217
20944,22813,39,4.4,4,10,10,Windy,Low,motorcycle,Metropolitian ,Outdoors,1.5204319193295497
20945,22814,29,4.8,3,22,22,Windy,Low,scooter,Urban ,Apparel,4.656983638230308
20946,22815,25,4.6,3,20,20,Sandstorms,Jam,motorcycle,Metropolitian ,Toys,9.220209378254708
20947,22816,20,5.0,2,22,23,Sandstorms,Low,motorcycle,Metropolitian ,Clothing,20.18126391655723
20948,22817,24,5.0,3,18,18,Sandstorms,Medium,scooter,Urban ,Outdoors,7.661250453808297
20949,22819,38,4.9,6,18,18,Stormy,Medium,motorcycle,Metropolitian ,Jewelry,4.469557550709276
20950,22820,27,5.0,0,20,20,Cloudy,Jam,scooter,Metropolitian ,Apparel,13.61234086526969
20951,22821,23,4.5,2,9,9,Sandstorms,Low,motorcycle,Urban ,Sports,1.5147927355664839
20952,22822,20,4.5,5,18,18,Cloudy,Medium,motorcycle,Urban ,Clothing,7.790401360105752
20953,22824,35,4.8,1,23,23,Stormy,Low,motorcycle,Metropolitian ,Grocery,10.906058503327221
20954,22825,36,4.8,5,18,18,Cloudy,Medium,motorcycle,Metropolitian ,Snacks,9.313614929815012
20955,22826,23,4.9,4,13,13,Sandstorms,High,van,Metropolitian ,Grocery,6.050486021641428
20956,22827,21,4.6,4,20,20,Stormy,Jam,motorcycle,Urban ,Books,10.705468478530609
20957,22828,35,4.6,0,18,18,Cloudy,Medium,motorcycle,Metropolitian ,Toys,12.233239995053252
20958,22829,20,4.4,3,22,23,Sandstorms,Low,motorcycle,Metropolitian ,Cosmetics,7.568320537709234
20959,22830,27,4.6,5,9,10,Cloudy,Low,motorcycle,Metropolitian ,Skincare,3.01871690507141
20960,22831,28,4.5,0,13,13,Stormy,High,scooter,Metropolitian ,Electronics,6.210946741810896
20961,22832,25,4.6,2,17,17,Stormy,Medium,scooter,Metropolitian ,Electronics,20.252959556511744
20962,22833,27,4.5,6,15,16,Sunny,Medium,scooter,Metropolitian ,Sports,6.232241741133436
20963,22834,20,4.6,0,20,20,Windy,Jam,motorcycle,Metropolitian ,Home,11.983536457749452
20964,22835,29,4.9,4,18,18,Stormy,Medium,scooter,Urban ,Snacks,14.045456883618343
20965,22836,39,4.6,4,20,20,Sunny,Jam,scooter,Metropolitian ,Shoes,9.121049806498666
20966,22837,23,5.0,6,19,19,Fog,Medium,motorcycle,Metropolitian ,Home,9.192881349038213
20967,22838,28,4.7,2,8,8,Fog,Low,motorcycle,Urban ,Apparel,3.1162384958431986
20968,22839,34,4.7,6,8,8,Fog,Low,scooter,Metropolitian ,Shoes,3.025098484224574
20969,22841,39,5.0,6,18,18,Cloudy,Medium,van,Metropolitian ,Jewelry,16.72120319162223
20970,22842,38,4.8,1,21,21,Fog,Jam,motorcycle,Semi-Urban ,Cosmetics,10.72467208673564
20971,22843,21,4.8,5,11,11,Windy,High,motorcycle,Metropolitian ,Skincare,1.5527001159059903
20972,22844,29,4.8,3,12,12,Cloudy,High,motorcycle,Urban ,Pet Supplies,6.049788909378549
20973,22845,36,4.9,4,17,17,Sunny,Medium,scooter,Metropolitian ,Cosmetics,9.348109676504626
20974,22846,30,4.7,6,8,8,Sunny,Low,scooter,Metropolitian ,Toys,3.121318846633575
20975,22847,27,4.6,1,20,20,Fog,Jam,scooter,Urban ,Outdoors,13.830053479838845
20976,22849,35,4.0,2,18,18,Sandstorms,Medium,motorcycle,Metropolitian ,Toys,20.067547605061733
20977,22851,27,4.8,5,17,17,Fog,Medium,scooter,Metropolitian ,Outdoors,10.426910834184746
20978,22852,26,4.6,2,22,22,Sunny,Low,scooter,Metropolitian ,Grocery,16.8253834049009
20979,22853,38,4.0,6,15,16,Stormy,Medium,motorcycle,Metropolitian ,Grocery,6.209449516823057
20980,22854,27,5.0,4,9,9,Fog,Low,scooter,Urban ,Skincare,1.5263981914915923
20981,22855,38,4.7,6,22,22,Windy,Jam,motorcycle,Metropolitian ,Clothing,4.476862649327415
20982,22856,29,4.7,2,22,22,Sandstorms,Low,motorcycle,Metropolitian ,Books,13.789485363023294
20983,22857,38,4.2,4,18,19,Stormy,Medium,motorcycle,Metropolitian ,Snacks,20.178100872931342
20984,22858,22,4.1,2,20,20,Sandstorms,Jam,motorcycle,Metropolitian ,Skincare,19.66102221350665
20985,22859,28,4.6,2,19,19,Windy,Jam,van,Metropolitian ,Pet Supplies,12.35069307347605
20986,22860,24,4.9,4,16,16,Fog,Medium,scooter,Metropolitian ,Outdoors,6.080949025950904
20987,22861,34,4.9,0,8,8,Fog,Low,scooter,Metropolitian ,Books,2.9795000083819434
20988,22862,36,3.6,6,18,18,Stormy,Medium,motorcycle,Metropolitian ,Kitchen,16.90295553948897
20989,22863,29,4.7,0,21,22,Windy,Jam,motorcycle,Metropolitian ,Shoes,4.610390241501909
20990,22864,21,4.8,1,10,11,Windy,Low,motorcycle,Other,Sports,3.0644638558352577
